Reporter,Partner,Product categories,Indicator Type,Indicator,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),             51.80,             38.36,     39.15,     34.26,     33.94,     30.90,     29.92,     27.98,     27.98,     25.72,     30.05,     28.08,     28.00,     27.28,     18.19,     19.57,     21.05,     22.52,     21.80,     11.14,     18.62,     16.07,      8.34,      4.57,     18.13,      0.47,     24.87,     20.54,,
,World,Animal,Export,Export Product share(%),              2.15,              2.46,      2.00,      1.32,      1.30,      1.34,      1.08,      1.46,      1.72,      1.41,      1.34,      1.51,      2.77,      3.05,      2.52,      2.75,      2.61,      2.12,      1.52,      1.82,      1.62,      1.44,      1.61,      1.53,      1.22,      1.57,      7.19,      6.39,,
,World,Capital goods,Export,Export Product share(%),              8.48,              8.24,      8.31,      7.04,      6.65,      5.33,      5.32,      5.89,      5.92,      7.15,      5.99,      6.48,      9.36,      8.56,      6.66,      7.42,      5.80,      4.86,      6.76,      7.92,      6.99,      5.46,      5.80,      5.79,      5.18,      6.27,      1.64,      2.21,,
,World,Chemicals,Export,Export Product share(%),              3.62,              3.94,      3.68,      2.88,      2.39,      2.06,      2.03,      2.37,      2.36,      3.04,      2.50,      3.04,      5.25,      5.16,      3.65,      4.55,      3.49,      3.10,      3.93,      4.93,      4.55,      4.42,      4.80,      4.43,      3.57,      5.14,      1.13,      0.71,,
,World,Consumer goods,Export,Export Product share(%),             18.17,             18.50,     17.35,     16.22,     11.89,     13.69,     14.66,     15.40,     12.43,     11.73,     10.26,     16.48,     23.34,     23.95,     19.16,     19.20,     18.33,     15.79,     13.18,     15.83,     12.49,      9.60,     11.49,      9.88,      9.58,     11.50,     19.46,     23.40,,
,World,Food Products,Export,Export Product share(%),              5.50,              6.56,      8.32,      4.75,      5.13,      4.98,      4.24,      4.98,      6.21,      4.63,      4.31,      5.17,      8.24,      9.59,      7.87,      8.61,      7.81,      6.22,      8.12,     11.06,      9.41,     10.27,      9.91,      4.63,      3.33,      3.33,     52.46,     48.29,,
,World,Footwear,Export,Export Product share(%),              0.20,              0.23,      0.25,      0.16,      0.20,      0.14,      0.13,      0.24,      0.14,      0.10,      0.10,      0.11,      0.12,      0.18,      0.16,      0.19,      0.19,      0.17,      0.18,      0.22,      0.19,      0.17,      0.17,      0.10,      0.09,      0.10,      0.43,      0.06,,
,World,Fuels,Export,Export Product share(%),             31.71,             25.59,     25.65,     50.63,     48.87,     53.70,     53.17,     50.64,     50.47,     45.90,     50.68,     46.37,     18.23,     14.28,     36.51,     35.63,     36.74,     42.91,     36.56,     24.54,     29.49,     32.64,     10.29,     13.26,     16.53,      7.17,      0.19,      0.23,,
,World,Hides and Skins,Export,Export Product share(%),              0.29,              0.39,      0.39,      0.42,      0.53,      0.44,      0.36,      1.16,      0.39,      0.49,      0.38,      0.31,      0.45,      0.48,      0.35,      0.55,      0.58,      0.53,      0.52,      0.68,      0.75,      0.61,      0.99,      0.74,      0.60,      0.77,      0.40,      0.44,,
,World,Intermediate goods,Export,Export Product share(%),             28.75,             29.45,     28.97,     18.86,     20.04,     18.45,     19.47,     20.20,     18.55,     21.58,     21.11,     23.88,     33.33,     32.18,     22.34,     21.36,     24.19,     17.51,     24.30,     21.40,     19.96,     24.92,     28.57,     21.44,     20.56,     24.03,     11.82,     13.06,,
,World,Mach and Elec,Export,Export Product share(%),              3.89,              4.89,      5.45,      3.48,      3.18,      2.85,      2.89,      3.28,      3.23,      4.00,      3.77,      3.95,      5.61,      5.52,      4.10,      4.35,      4.25,      3.32,      4.20,      4.85,      3.81,      3.35,      3.47,      3.19,      2.97,      3.40,      1.31,      1.24,,
,World,Metals,Export,Export Product share(%),              9.79,              7.53,     10.48,      7.14,      6.65,      5.69,      6.39,      7.78,      6.54,      9.11,      9.27,      9.42,     13.14,     14.11,      8.50,      8.22,      7.70,      7.47,      8.79,      7.19,      7.41,      9.99,     13.06,      9.81,     10.21,     11.81,      0.22,      0.22,,
,World,Minerals,Export,Export Product share(%),              7.17,              7.19,      6.82,      5.37,      5.85,      4.62,      4.88,      4.93,      4.57,      5.42,      3.85,      3.30,      4.83,      4.55,      2.44,      3.66,      3.37,      2.95,      3.71,      4.94,      3.87,      3.91,      4.69,      3.03,      3.71,      4.73,      2.64,      3.19,,
,World,Miscellaneous,Export,Export Product share(%),              1.08,              1.60,      1.45,      0.78,      0.77,      0.84,      1.04,      1.01,      1.49,      1.22,      1.21,      1.28,      1.52,      3.20,      2.81,      2.26,      1.44,      5.47,      1.71,      7.48,      6.58,      4.60,     19.38,     30.53,     31.38,     40.00,      1.05,      1.15,,
,World,Plastic or Rubber,Export,Export Product share(%),              1.41,              1.47,      1.59,      1.08,      1.82,      3.44,      2.91,      1.37,      1.13,      1.43,      0.98,      1.09,      1.56,      1.53,      1.19,      1.20,      1.08,      0.97,      1.26,      1.98,      1.39,      1.61,      1.48,      0.84,      0.78,      1.20,      0.27,      0.36,,
,World,Raw materials,Export,Export Product share(%),             44.07,             43.16,     44.90,     57.69,     61.27,     62.20,     60.01,     58.15,     62.25,     58.96,     62.01,     52.61,     33.45,     30.84,     49.80,     50.85,     51.19,     56.95,     53.01,     48.15,     53.98,     53.50,     33.48,     33.21,     34.22,     18.35,     66.45,     60.88,,
,World,Stone and Glass,Export,Export Product share(%),             15.29,             20.01,     15.59,      9.60,     11.06,     10.54,     11.01,      9.03,      8.64,      9.17,      9.87,     11.00,     16.31,     14.73,     10.99,      9.00,     13.26,      8.17,      8.71,      5.23,      8.54,      8.55,      7.50,     10.04,     11.53,      3.91,      0.62,      0.62,,
,World,Textiles and Clothing,Export,Export Product share(%),              1.98,              2.52,      2.49,      1.76,      1.57,      1.53,      1.47,      1.65,      1.94,      2.11,      2.04,      2.30,      4.34,      6.70,      5.32,      5.31,      4.66,      4.73,      5.30,      6.66,      5.82,      5.30,      5.91,      4.60,      4.92,      3.05,      7.67,      5.64,,
,World,Transportation,Export,Export Product share(%),              7.46,              6.67,      6.24,      4.93,      4.54,      3.47,      3.67,      4.07,      4.15,      5.14,      3.57,      4.26,      6.79,      6.18,      5.22,      5.53,      3.86,      3.06,      4.32,      3.96,      3.68,      2.38,      2.85,      2.84,      2.82,      3.62,      0.75,      1.19,,
,World,Vegetable,Export,Export Product share(%),              6.44,              6.84,      7.63,      4.52,      4.88,      3.38,      3.34,      4.26,      4.67,      4.42,      3.67,      4.53,      6.45,      6.58,      5.24,      5.04,      5.39,      5.26,      7.49,     10.15,      8.41,      5.94,      8.62,      6.27,      3.29,      6.62,     22.93,     29.37,,
,World,Wood,Export,Export Product share(%),              2.01,              2.13,      1.97,      1.17,      1.26,      0.97,      1.39,      1.78,      2.36,      2.42,      2.46,      2.36,      4.38,      4.16,      3.13,      3.16,      3.58,      3.57,      3.68,      4.30,      4.47,      4.82,      5.28,      4.16,      3.05,      3.60,      0.74,      0.90,,
,World,Capital goods,Import,Import Product share(%),             26.15,             27.56,     27.41,     26.80,     29.08,     28.87,     28.33,     30.33,     31.27,     30.24,     31.21,     30.08,     28.76,     27.91,     29.47,     28.50,     27.45,     27.66,     30.30,     31.04,     29.25,     30.78,     34.25,     39.92,     37.39,     36.96,     31.52,     29.92,,
,World,Consumer goods,Import,Import Product share(%),             37.07,             37.95,     37.39,     36.40,     36.71,     35.17,     35.91,     35.32,     34.18,     29.88,     31.41,     31.13,     31.52,     30.31,     32.07,     31.11,     31.76,     30.89,     28.26,     26.69,     23.52,     24.39,     24.33,     23.18,     23.91,     19.62,     30.36,     35.13,,
,World,Intermediate goods,Import,Import Product share(%),             22.28,             21.37,     19.75,     20.21,     19.72,     19.83,     20.22,     20.32,     20.59,     20.91,     21.44,     20.64,     19.83,     19.42,     21.49,     23.55,     23.29,     22.59,     23.94,     23.74,     22.69,     23.44,     24.48,     23.92,     24.05,     23.70,     31.10,     28.61,,
,World,Raw materials,Import,Import Product share(%),             11.24,             10.13,     11.41,     13.19,     12.43,     13.68,     13.50,     11.69,     11.86,     14.49,     12.66,     14.16,     14.24,     13.71,     12.57,     12.37,     13.38,     14.46,     12.39,     11.20,     13.20,     12.39,     11.93,      6.07,      6.97,      7.19,      6.16,      5.79,,
,World,All Products,Tariff,Maximum Rate (%),            366.24,           3000.00,    824.53,    414.88,   3000.00,   3000.00,   3000.00,   5000.00,    652.95,   1464.86,   3000.00,   3000.00,   3000.00,   2298.16,    431.35,   2051.09,   1924.48,   3000.00,   1054.99,    600.00,    499.82,   1607.50,   3000.00,     80.00,    498.59,    115.00,    300.72,    394.98,,
,World,All Products,Tariff,Simple Average (%),              7.76,              9.99,     10.39,     10.43,     10.76,     11.50,     11.46,     11.62,     11.54,     11.85,     12.00,     11.91,     12.27,     12.86,     13.52,     14.44,     14.93,     15.70,     18.63,     20.33,     18.88,     19.42,     30.58,     23.41,     15.51,     28.13,     11.33,     16.47,,
,World,All Products,Tariff,Weighted Average (%),              5.67,              7.05,      6.98,      7.22,      7.05,      6.98,      7.21,      7.90,      7.70,      7.06,      6.96,      7.45,      7.66,      6.99,     10.41,     10.26,      9.71,      9.74,      9.73,     16.52,     10.20,     12.59,     45.15,     17.54,     12.48,     25.32,     11.32,     14.11,,
,World,Capital goods,Tariff,Weighted Average (%),              2.90,              4.14,      4.53,      5.43,      5.09,      5.40,      4.93,      5.42,      5.10,      4.52,      4.70,      4.86,      4.81,      4.56,      7.13,      7.82,      6.66,      5.74,      5.89,     13.19,      7.91,      9.39,     12.96,     17.95,      9.63,     16.46,      9.13,      9.43,,
,World,Consumer goods,Tariff,Weighted Average (%),             10.01,             11.70,     11.09,     11.84,     11.58,     11.51,     11.20,     11.92,     11.50,     11.55,     11.25,     12.11,     13.07,     12.48,     17.29,     16.17,     15.17,     18.45,     18.59,     24.50,     19.41,     21.73,     77.18,     19.51,     20.35,     35.68,     22.91,     25.13,,
,World,Intermediate goods,Tariff,Weighted Average (%),              4.05,              5.33,      5.60,      5.88,      6.10,      5.28,      5.78,      6.73,      7.18,      6.87,      6.18,      6.67,      6.71,      5.76,      9.17,      8.77,      8.81,      8.16,      8.39,     13.50,      8.48,     10.48,     36.25,     16.97,     11.57,     24.83,      7.86,     13.03,,
,World,Raw materials,Tariff,Weighted Average (%),              2.28,              2.69,      2.22,      2.68,      2.22,      2.31,      3.21,      3.82,      4.09,      2.64,      2.60,      3.79,      3.91,      2.79,      5.09,      3.98,      5.79,      3.92,      4.57,     11.27,      3.43,      5.91,     68.95,      8.91,      4.59,     32.03,      2.86,     12.70,,
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
